Datum;Locatie;lengte (mm);gewicht (mg);pigmentatie
2/05/2018;VA_SC_RO_SU;70;283;VIA4
2/05/2018;VA_SC_RO_SU;75;326;VIA4
2/05/2018;VA_SC_RO_SU;74;397;VIA4
2/05/2018;VA_SC_RO_SU;69;279;VIA4
2/05/2018;VA_SC_RO_SU;67;211;VIB
2/05/2018;VA_SC_RO_SU;70;321;VIA4
2/05/2018;VA_SC_RO_SU;66;225;VIA4
2/05/2018;VA_SC_RO_SU;62;168;VIA4
2/05/2018;VA_SC_RO_SU;66;235;VIA4
2/05/2018;VA_SC_RO_SU;65;313;VIA3
2/05/2018;VA_SC_RO_SU;69;269;VIA3
2/05/2018;VA_SC_RO_SU;75;411;VIB
2/05/2018;VA_SC_RO_SU;60;235;VIA4
2/05/2018;VA_SC_RO_SU;62;148;VIA4
2/05/2018;VA_MI_RO_SU;89;783;potlood
2/05/2018;VA_MI_RO_SU;90;993;potlood
2/05/2018;VA_MI_RO_SU;68;323;VIA4
2/05/2018;VA_MI_RO_SU;66;238;VIA4
2/05/2018;VA_MI_RO_SU;63;274;VIA0
2/05/2018;VA_MI_RO_SU;74;416;VIA4
2/05/2018;VA_MI_RO_SU;69;331;VIA4
2/05/2018;VA_MI_RO_SU;73;300;VIA4
2/05/2018;VA_MI_RO_SU;67;303;VIA4
2/05/2018;VA_MI_RO_SU;76;349;VIA4
2/05/2018;VA_MI_RO_SU;63;201;VIA4
2/05/2018;VA_MI_RO_SU;68;271;VIA4
2/05/2018;VA_MI_RO_SU;68;301;VIA4
2/05/2018;VA_MI_RO_SU;72;307;VIA4
2/05/2018;VA_MI_RO_SU;68;242;VIA4
2/05/2018;VA_MI_RO_SU;65;228;VIA4
2/05/2018;VA_MI_RO_SU;65;284;VIA4
2/05/2018;VA_MI_RO_SU;66;233;VIA4
2/05/2018;VA_MI_RO_SU;70;351;VIA4
2/05/2018;VA_MI_RO_SU;70;362;VIA4
2/05/2018;VA_MI_RO_SU;72;352;VIA4
2/05/2018;VA_MI_RO_SU;74;369;VIA4
2/05/2018;VA_MI_RO_SU;65;257;VIA4
2/05/2018;VA_MI_RO_SU;71;363;VIA4
2/05/2018;VA_MI_RO_SU;60;154;VIA3
2/05/2018;VA_MI_RO_SU;70;350;VIA4
2/05/2018;VA_MI_RO_SU;65;259;VIA4
2/05/2018;VA_MI_RO_SU;66;244;VIA4
2/05/2018;VA_MI_RO_SU;65;245;VIA4
2/05/2018;VA_MI_RO_SU;72;274;VIA4
2/05/2018;VA_PG_RO_SU;139;3204;potlood
2/05/2018;VA_PG_RO_SU;68;275;VIA4
2/05/2018;VA_PG_RO_SU;70;254;VIA4
2/05/2018;VA_PG_RO_SU;74;294;VIA3
2/05/2018;VA_PG_RO_SU;66;238;VIB
2/05/2018;VA_PG_RO_SU;73;292;VIA4
2/05/2018;VA_PG_RO_SU;66;235;VIA3
2/05/2018;VA_PG_RO_SU;65;187;VIA3
2/05/2018;VA_PG_RO_SU;71;300;VIB
2/05/2018;VA_PG_RO_SU;67;249;VIA4
2/05/2018;VA_PG_RO_SU;75;260;VIA3
2/05/2018;VA_PG_RO_SU;72;309;VIA3
2/05/2018;VA_PG_RO_SU;66;233;VIA4
2/05/2018;VA_PG_RO_SU;68;202;VIA1
2/05/2018;VA_PG_RO_SU;71;283;VIA4
2/05/2018;VA_PG_RO_SU;67;182;VIA4
2/05/2018;VA_PG_RO_SU;65;256;VIA4
2/05/2018;VA_PG_RO_SU;70;306;VIA4
2/05/2018;VA_PG_RO_SU;61;202;VIA4
2/05/2018;VA_PG_RO_SU;73;336;VIB
2/05/2018;VA_PG_RO_SU;63;216;VIA4
2/05/2018;VA_PG_RO_SU;65;245;VIA4
2/05/2018;VA_PG_RO_SU;71;279;VIA3
2/05/2018;VA_PG_RO_SU;59;129;VIA3
2/05/2018;VA_PG_RO_SU;70;301;VIA4
2/05/2018;VA_PG_RO_SU;68;256;VIA4
2/05/2018;VA_PG_RO_SU;64;206;VIA4
2/05/2018;VA_PG_RO_SU;68;248;VIA4
2/05/2018;VA_PG_RO_SU;76;360;VIA3
2/05/2018;VA_PG_RO_SU;67;320;VIA4
2/05/2018;VA_PG_RO_SU;67;261;VIA3
2/05/2018;VA_PG_RO_SU;70;297;VIA4
2/05/2018;VA_PG_RO_SU;75;371;VIA4
2/05/2018;VA_PG_RO_SU;68;201;VIA4
2/05/2018;VA_PG_RO_SU;69;280;VIA4
2/05/2018;VA_PG_RO_SU;68;208;VIA4
2/05/2018;VA_PG_RO_SU;66;214;VIA4
2/05/2018;VA_PG_RO_SU;74;334;VIA4
2/05/2018;VA_PG_RO_SU;71;323;VIA4
2/05/2018;VA_PG_RO_SU;71;330;VIA4
2/05/2018;VA_PG_RO_SU;65;216;VIA4
2/05/2018;VA_PG_RO_SU;75;358;VIB
2/05/2018;VA_PG_RO_SU;65;230;VIA4
2/05/2018;VA_PG_RO_SU;68;269;VIA3
2/05/2018;VA_PG_RO_SU;73;322;VIA3
2/05/2018;VA_PG_RO_SU;69;282;VIA4
2/05/2018;VA_PG_RO_SU;70;236;VIA4
2/05/2018;VA_PG_RO_SU;75;326;VIA4
2/05/2018;VA_PG_RO_SU;71;262;VIB
2/05/2018;VA_PG_RO_SU;62;169;VIA3
2/05/2018;VA_PG_RO_SU;65;236;VIA4
2/05/2018;VA_PG_RO_SU;69;174;VIA4
2/05/2018;VA_PG_KR;72;302;VIA4
2/05/2018;VA_PG_KR;78;443;VIA4
2/05/2018;VA_PG_KR;72;286;VIA3
2/05/2018;VA_PG_KR;72;281;VIA3
2/05/2018;VA_PG_KR;67;233;VIA2
2/05/2018;VA_PG_KR;68;286;VIA2
2/05/2018;VA_PG_KR;70;333;VIA4
2/05/2018;VA_PG_KR;71;296;VIA4
2/05/2018;VA_PG_KR;70;308;VIA0
2/05/2018;VA_PG_KR;71;339;VIA2
2/05/2018;VA_PG_KR;62;125;VIA3
2/05/2018;VA_PG_KR;75;291;VIA3
2/05/2018;VA_PG_KR;68;257;VIA4
2/05/2018;VA_PG_KR;75;352;VIA2
2/05/2018;VA_PG_KR;72;282;VIA4
2/05/2018;VA_PG_KR;61;238;VIA4
2/05/2018;VA_PG_KR;69;237;VIA3
2/05/2018;VA_PG_KR;69;321;VIA4
2/05/2018;VA_PG_KR;69;321;VIA3
2/05/2018;VA_PG_KR;73;288;VIA2
2/05/2018;VA_PG_KR;70;252;VIA4
2/05/2018;VA_PG_KR;75;360;VIA3
2/05/2018;VA_PG_KR;70;312;VIA3
2/05/2018;VA_PG_KR;71;289;VIA3
2/05/2018;VA_PG_KR;75;375;VIA2
2/05/2018;VA_PG_KR;62;243;VIA0
2/05/2018;VA_PG_KR;75;298;VIA0
2/05/2018;VA_PG_KR;67;281;VIA3
2/05/2018;VA_PG_KR;70;226;VIA3
2/05/2018;VA_PG_KR;65;241;VIA4
2/05/2018;VA_PG_KR;68;305;VIA3
2/05/2018;VA_PG_KR;68;183;VIB
2/05/2018;VA_PG_KR;71;255;VIA3
2/05/2018;VA_PG_KR;68;226;VIA4
2/05/2018;VA_PG_KR;69;279;VIA3
2/05/2018;VA_PG_KR;70;298;VIA4
2/05/2018;VA_PG_KR;70;238;VIA2
2/05/2018;VA_PG_KR;64;237;VIA4
2/05/2018;VA_PG_KR;71;324;VIA4
2/05/2018;VA_PG_KR;64;252;VIA2
2/05/2018;VA_PG_KR;70;272;VIA2
2/05/2018;VA_PG_KR;70;294;VIA3
2/05/2018;VA_PG_KR;67;250;VIA0
2/05/2018;VA_PG_KR;73;331;VIA4
2/05/2018;VA_PG_KR;66;284;VIA2
2/05/2018;VA_PG_KR;75;236;VIA4
2/05/2018;VA_PG_KR;73;323;VIA3
2/05/2018;VA_PG_KR;65;195;VIA3
2/05/2018;VA_PG_KR;70;231;VIA4
2/05/2018;VA_PG_KR;59;185;VIA0
2/05/2018;VA_PG_KR;67;256;VIA2
2/05/2018;VA_PG_KR;71;334;VIA2
2/05/2018;VA_PG_KR;64;252;VIA2
2/05/2018;VA_PG_KR;72;304;VIA0
2/05/2018;VA_PG_KR;70;305;VIA4
2/05/2018;VA_PG_KR;68;266;VIA3
2/05/2018;VA_PG_KR;68;297;VIA3
2/05/2018;VA_PG_KR;63;247;VIA3
7/05/2018;VA_PG_RO_PA;77;398;VIA2
7/05/2018;VA_PG_RO_PA;63;198;VIA4
7/05/2018;VA_PG_RO_PA;71;300;VIA3
7/05/2018;VA_PG_RO_PA;67;190;VIA4
7/05/2018;VA_PG_RO_PA;73;242;VIB
7/05/2018;VA_PG_RO_PA;68;299;VIA3
7/05/2018;VA_PG_RO_PA;73;314;VIA4
7/05/2018;VA_PG_RO_PA;65;181;VIA4
7/05/2018;VA_PG_RO_PA;73;168;VIA4
7/05/2018;VA_PG_RO_PA;74;325;VIA3
7/05/2018;VA_PG_RO_PA;68;282;VIA4
7/05/2018;VA_PG_RO_PA;75;302;VIA2
7/05/2018;VA_PG_RO_PA;69;254;VIA4
7/05/2018;VA_PG_RO_PA;68;233;VIA2
7/05/2018;VA_PG_RO_PA;69;221;VIA4
7/05/2018;VA_PG_RO_PA;76;349;VIA4
7/05/2018;VA_PG_RO_PA;68;262;VIA4
7/05/2018;VA_PG_RO_PA;75;443;VIA3
7/05/2018;VA_PG_RO_PA;72;293;VIA3
7/05/2018;VA_PG_RO_PA;71;288;VIA1
7/05/2018;VA_PG_RO_PA;78;343;VIA4
7/05/2018;VA_PG_RO_PA;74;330;VIA4
7/05/2018;VA_PG_RO_PA;73;290;VIA4
7/05/2018;VA_PG_RO_PA;70;278;VIA4
7/05/2018;VA_PG_RO_PA;79;377;VIA3
7/05/2018;VA_PG_RO_PA;76;317;VIA4
7/05/2018;VA_PG_RO_PA;66;238;VIA4
7/05/2018;VA_PG_RO_PA;70;301;VIA4
7/05/2018;VA_PG_RO_PA;68;262;VIA3
7/05/2018;VA_PG_RO_PA;76;376;VIA3
7/05/2018;VA_PG_RO_PA;62;201;VIA4
7/05/2018;VA_PG_RO_PA;76;353;VIA3
7/05/2018;VA_PG_RO_PA;;;VIA4
7/05/2018;VA_PG_RO_PA;73;328;VIA4
7/05/2018;VA_PG_RO_PA;71;198;VIA4
7/05/2018;VA_PG_RO_PA;73;331;VIA4
7/05/2018;VA_PG_RO_PA;71;292;VIA4
7/05/2018;VA_PG_RO_PA;75;346;VIA4
7/05/2018;VA_PG_RO_PA;63;157;VIA4
7/05/2018;VA_PG_RO_PA;69;265;VIA4
7/05/2018;VA_PG_RO_PA;70;296;VIA4
7/05/2018;VA_PG_RO_PA;71;295;VIA4
7/05/2018;VA_PG_RO_PA;70;292;VIA2
7/05/2018;VA_PG_RO_PA;71;296;VIB
7/05/2018;VA_PG_RO_PA;70;321;VIA2
7/05/2018;VA_PG_RO_PA;65;226;VIA2
7/05/2018;VA_PG_RO_PA;70;312;VIA3
7/05/2018;VA_PG_RO_PA;73;302;VIA3
7/05/2018;VA_PG_RO_PA;67;289;VIA4
7/05/2018;VA_PG_RO_PA;71;326;VIA4
7/05/2018;VA_PG_RO_PA;70;265;VIA3
7/05/2018;VA_PG_LO_PA;70;259;VIA2
7/05/2018;VA_PG_LO_PA;67;259;VIA3
7/05/2018;VA_PG_LO_PA;70;224;VIA4
7/05/2018;VA_PG_LO_PA;68;244;VIA4
7/05/2018;VA_PG_LO_PA;73;306;VIA4
7/05/2018;VA_PG_LO_PA;70;276;VIA4
7/05/2018;VA_PG_LO_PA;71;325;VIB
7/05/2018;VA_PG_LO_PA;65;208;VIA4
7/05/2018;VA_PG_LO_PA;68;215;VIA4
7/05/2018;VA_PG_LO_PA;73;369;VIA3
7/05/2018;VA_PG_LO_PA;70;274;VIA4
7/05/2018;VA_PG_LO_PA;71;338;VIA4
7/05/2018;VA_PG_LO_PA;64;222;VIA4
7/05/2018;VA_PG_LO_PA;78;380;VIA2
7/05/2018;VA_PG_LO_PA;76;339;VIA4
7/05/2018;VA_PG_LO_PA;70;300;VIA3
7/05/2018;VA_PG_LO_PA;70;320;VIA4
7/05/2018;VA_PG_LO_PA;65;216;VIA2
7/05/2018;VA_PG_LO_PA;74;303;VIA4
7/05/2018;VA_PG_LO_PA;70;322;VIA2
7/05/2018;VA_PG_LO_PA;65;234;VIA4
7/05/2018;VA_PG_LO_PA;68;280;VIA3
7/05/2018;VA_PG_LO_PA;75;305;VIA3
7/05/2018;VA_PG_LO_PA;71;301;VIA3
7/05/2018;VA_PG_LO_PA;70;271;VIA4
7/05/2018;VA_PG_LO_PA;75;371;VIA4
7/05/2018;VA_PG_LO_PA;66;233;VIB
7/05/2018;VA_PG_LO_PA;72;324;VIA4
7/05/2018;VA_PG_LO_PA;67;223;VIA4
7/05/2018;VA_PG_LO_PA;70;308;VIA4
7/05/2018;VA_PG_LO_PA;71;292;VIA3
7/05/2018;VA_PG_LO_PA;71;316;VIA3
7/05/2018;VA_PG_LO_PA;70;224;VIA4
7/05/2018;VA_PG_LO_PA;69;236;VIA3
7/05/2018;VA_PG_LO_PA;;;VIA3
7/05/2018;VA_PG_LO_PA;71;288;VIA4
7/05/2018;VA_PG_LO_PA;78;269;VIA3
7/05/2018;VA_PG_LO_PA;65;213;VIB
7/05/2018;VA_PG_LO_PA;71;244;VIA2
7/05/2018;VA_PG_LO_PA;;;VIA4
7/05/2018;VA_PG_LO_PA;72;326;VIA3
7/05/2018;VA_PG_LO_PA;67;216;VIA2
7/05/2018;VA_PG_LO_PA;67;248;VIA4
7/05/2018;VA_PG_LO_PA;69;232;VIB
7/05/2018;VA_PG_LO_PA;68;221;VIA2
7/05/2018;VA_PG_LO_PA;70;277;VIA4
7/05/2018;VA_PG_LO_PA;72;320;VIA3
7/05/2018;VA_PG_LO_PA;74;319;VIB
7/05/2018;VA_PG_LO_PA;76;332;VIA4
7/05/2018;VA_PG_LO_PA;66;223;VIA2
7/05/2018;VA_PG_LO_PA;70;300;VIA2
7/05/2018;VA_PG_LO_PA;73;241;VIA4
7/05/2018;IJZ_SU;216;15512;potlood
7/05/2018;IJZ_SU;140;3729;potlood
7/05/2018;IJZ_SU;70;292;VIA4
7/05/2018;IJZ_SU;72;336;VIA3
7/05/2018;IJZ_SU;75;435;VIB
7/05/2018;IJZ_SU;71;413;VIA4
7/05/2018;GA_SU;74;304;VIB
7/05/2018;GA_SU;63;226;VIA0
7/05/2018;GA_SU;63;129;VIA4
7/05/2018;GA_SU;70;263;VIA3
7/05/2018;GA_SU;71;257;VIA4
7/05/2018;VA_SC_LO_SU;106;1885;potlood
7/05/2018;VA_SC_LO_SU;62;192;VIA4
7/05/2018;VA_SC_LO_SU;70;353;VIA4
7/05/2018;VA_SC_LO_SU;65;245;VIA4
7/05/2018;VA_PG_LO_SU;90;976;potlood
7/05/2018;VA_PG_LO_SU;66;239;VIA4
7/05/2018;VA_PG_LO_SU;76;322;VIB
7/05/2018;VA_PG_LO_SU;70;214;VIA2
7/05/2018;VA_PG_LO_SU;67;259;VIB
7/05/2018;VA_PG_LO_SU;75;317;VIA4
7/05/2018;VA_PG_LO_SU;63;215;VIA2
7/05/2018;VA_PG_LO_SU;71;352;VIA4
7/05/2018;VA_PG_LO_SU;;;VIA4
7/05/2018;VA_PG_LO_SU;62;148;VIA3
7/05/2018;VA_PG_LO_SU;70;342;VIA3
7/05/2018;VA_PG_LO_SU;77;372;VIA4
7/05/2018;VA_PG_LO_SU;67;228;VIB
7/05/2018;VA_PG_LO_SU;74;421;VIB
7/05/2018;VA_PG_LO_SU;75;394;VIB
7/05/2018;VA_PG_LO_SU;62;197;VIB
7/05/2018;VA_PG_LO_SU;67;303;VIB
7/05/2018;VA_PG_LO_SU;70;311;VIB
7/05/2018;VA_PG_LO_SU;78;361;VIA2
7/05/2018;VA_PG_LO_SU;62;171;VIB
7/05/2018;VA_PG_LO_SU;70;269;VIA4
7/05/2018;VA_PG_LO_SU;67;254;VIA4
7/05/2018;VA_PG_LO_SU;66;202;VIA4
7/05/2018;VA_PG_RO_SU;68;264;VIA4
7/05/2018;VA_PG_RO_SU;68;305;VIA3
7/05/2018;VA_PG_RO_SU;75;371;VIB
7/05/2018;VA_PG_RO_SU;75;353;VIA4
7/05/2018;VA_PG_RO_SU;66;265;VIA4
7/05/2018;VA_PG_RO_SU;76;301;VB
7/05/2018;VA_PG_RO_SU;73;350;VIB
7/05/2018;VA_PG_RO_SU;67;224;VIA4
7/05/2018;VA_PG_RO_SU;66;255;VIB
7/05/2018;VA_PG_RO_SU;66;212;VIA4
7/05/2018;VA_PG_RO_SU;69;227;VIB
7/05/2018;VA_PG_RO_SU;73;324;VIA4
7/05/2018;VA_PG_RO_SU;68;154;VIA4
7/05/2018;VA_PG_RO_SU;68;278;VIA4
7/05/2018;VA_PG_RO_SU;75;352;VIB
7/05/2018;VA_PG_RO_SU;68;168;VIA4
7/05/2018;VA_PG_RO_SU;66;293;VIA4
7/05/2018;VA_PG_RO_SU;70;233;VIA3
7/05/2018;VA_PG_RO_SU;65;212;VIA4
7/05/2018;VA_PG_RO_SU;71;274;VIA4
7/05/2018;VA_PG_RO_SU;63;207;VIA4
7/05/2018;VA_PG_RO_SU;67;185;VIA4
7/05/2018;VA_PG_RO_SU;77;377;VIA4
7/05/2018;VA_PG_RO_SU;70;208;VIB
7/05/2018;VA_SC_RO_SU;68;390;VIA4
7/05/2018;VA_SC_RO_SU;69;309;VIA4
7/05/2018;VA_SC_RO_SU;68;279;VIA4
7/05/2018;VA_SC_RO_SU;68;309;VIB
7/05/2018;VA_SC_RO_SU;69;281;VIA4
7/05/2018;VA_SC_RO_SU;73;346;VIB
7/05/2018;VA_SC_RO_SU;68;300;VIA4
7/05/2018;VA_SC_RO_SU;66;287;VIA4
7/05/2018;VA_SC_RO_SU;79;437;VIA3
7/05/2018;VA_SC_RO_SU;75;355;VIA4
7/05/2018;VA_SC_RO_SU;63;242;VIA4
7/05/2018;VA_SC_RO_SU;68;317;VIB
7/05/2018;VA_SC_RO_SU;58;190;VIA4
7/05/2018;VA_MI_LO_SU;144;3762;potlood
7/05/2018;VA_MI_LO_SU;66;242;VIA3
7/05/2018;VA_MI_LO_SU;71;304;VIA4
7/05/2018;VA_MI_LO_SU;68;275;VIB
7/05/2018;VA_MI_LO_SU;67;279;VIB
7/05/2018;VA_MI_LO_SU;73;298;VIA3
7/05/2018;VA_MI_RO_SU;124;2646;potlood
7/05/2018;VA_MI_RO_SU;68;281;VIA4
7/05/2018;VA_MI_RO_SU;65;180;VIA4
7/05/2018;VA_MI_RO_SU;68;254;VIA4
7/05/2018;VA_MI_RO_SU;69;228;VIA2
7/05/2018;VA_MI_RO_SU;77;320;VIA2
7/05/2018;VA_MI_RO_SU;64;253;VIA4
7/05/2018;VA_MI_RO_SU;70;343;VIA4
14/05/2018;VA_PG_RO_PA;273;29660;potlood
14/05/2018;VA_PG_RO_PA;133;3463;potlood
14/05/2018;VA_PG_RO_PA;117;1735;potlood
14/05/2018;VA_PG_RO_PA;98;1127;potlood
14/05/2018;VA_PG_RO_PA;124;2445;potlood
14/05/2018;VA_PG_RO_PA;122;2056;potlood
14/05/2018;VA_PG_RO_PA;112;1829;potlood
14/05/2018;VA_PG_RO_PA;102;1403;potlood
14/05/2018;VA_PG_RO_PA;71;280;VIB
14/05/2018;VA_PG_RO_PA;73;294;VIA2
14/05/2018;VA_PG_RO_PA;72;283;VIA4
14/05/2018;VA_PG_RO_PA;71;283;VIA4
14/05/2018;VA_PG_RO_PA;71;238;VIA3
14/05/2018;VA_PG_RO_PA;72;253;VIA3
14/05/2018;VA_PG_RO_PA;73;389;VIA2
14/05/2018;VA_PG_RO_PA;68;280;VIA4
14/05/2018;VA_PG_RO_PA;76;339;VIB
14/05/2018;VA_PG_RO_PA;73;281;VIB
14/05/2018;VA_PG_RO_PA;62;187;VIA4
14/05/2018;VA_PG_RO_PA;68;246;VIA4
14/05/2018;VA_PG_RO_PA;68;289;VIA4
14/05/2018;VA_PG_RO_PA;76;303;VIB
14/05/2018;VA_PG_RO_PA;73;303;VIA3
14/05/2018;VA_PG_RO_PA;68;245;VII
14/05/2018;VA_PG_RO_PA;66;239;VIA4
14/05/2018;VA_PG_RO_PA;68;223;VIA4
14/05/2018;VA_PG_RO_PA;69;264;VIA4
14/05/2018;VA_PG_RO_PA;70;256;VIA4
14/05/2018;VA_PG_RO_PA;74;333;VIA4
14/05/2018;VA_PG_RO_PA;76;331;VIA4
14/05/2018;VA_PG_RO_PA;68;280;VIA4
14/05/2018;VA_PG_RO_PA;77;261;VIB
14/05/2018;VA_PG_RO_PA;66;207;VIA4
14/05/2018;VA_PG_RO_PA;63;173;VII
14/05/2018;VA_PG_RO_PA;72;311;VIA4
14/05/2018;VA_PG_RO_PA;68;266;VIA4
14/05/2018;VA_PG_RO_PA;71;284;VIB
14/05/2018;VA_PG_RO_PA;68;218;VIA4
14/05/2018;VA_PG_RO_PA;74;327;VIA4
14/05/2018;VA_PG_RO_PA;74;288;VIB
14/05/2018;VA_PG_RO_PA;74;273;VIA3
14/05/2018;VA_PG_RO_PA;68;196;VIB
14/05/2018;VA_PG_RO_PA;75;309;VII
14/05/2018;VA_PG_RO_PA;71;268;VIB
14/05/2018;VA_PG_RO_PA;66;196;VIA4
14/05/2018;VA_PG_RO_PA;77;343;VII
14/05/2018;VA_PG_RO_PA;73;327;VIA4
14/05/2018;VA_PG_RO_PA;68;228;VIA4
14/05/2018;VA_PG_RO_PA;69;303;VIB
14/05/2018;VA_PG_RO_PA;75;281;VIA4
14/05/2018;VA_PG_RO_PA;68;226;VIA2
14/05/2018;VA_PG_RO_PA;65;257;VIB
14/05/2018;VA_PG_RO_PA;70;326;VIA4
14/05/2018;VA_PG_RO_PA;68;299;VIA3
14/05/2018;VA_PG_RO_PA;67;256;VIA4
14/05/2018;VA_PG_RO_PA;72;260;VIA4
14/05/2018;VA_PG_RO_PA;73;288;VIB
14/05/2018;VA_PG_RO_PA;68;253;VIA4
14/05/2018;VA_PG_LO_PA;123;2050;potlood
14/05/2018;VA_PG_LO_PA;149;4082;potlood
14/05/2018;VA_PG_LO_PA;214;13533;potlood
14/05/2018;VA_PG_LO_PA;118;1889;potlood
14/05/2018;VA_PG_LO_PA;102;1361;potlood
14/05/2018;VA_PG_LO_PA;132;2643;potlood
14/05/2018;VA_PG_LO_PA;97;1128;potlood
14/05/2018;VA_PG_LO_PA;87;825;potlood
14/05/2018;VA_PG_LO_PA;78;380;VII
14/05/2018;VA_PG_LO_PA;77;319;VII
14/05/2018;VA_PG_LO_PA;66;265;VIA3
14/05/2018;VA_PG_LO_PA;64;212;VIA4
14/05/2018;VA_PG_LO_PA;71;269;VIA4
14/05/2018;VA_PG_LO_PA;68;267;VIB
14/05/2018;VA_PG_LO_PA;67;282;VIA4
14/05/2018;VA_PG_LO_PA;72;242;VIB
14/05/2018;VA_PG_LO_PA;71;245;VIA4
14/05/2018;VA_PG_LO_PA;68;289;VIA4
14/05/2018;VA_PG_LO_PA;68;270;VIB
14/05/2018;VA_PG_LO_PA;75;263;VIA3
14/05/2018;VA_PG_LO_PA;63;155;VIA4
14/05/2018;VA_PG_LO_PA;69;257;VIA4
14/05/2018;VA_PG_LO_PA;73;326;VII
14/05/2018;VA_PG_LO_PA;74;265;VIB
14/05/2018;VA_PG_LO_PA;69;246;VIB
14/05/2018;VA_PG_LO_PA;68;236;VIB
14/05/2018;VA_PG_LO_PA;76;266;VIA4
14/05/2018;VA_PG_LO_PA;69;314;VIA4
14/05/2018;VA_PG_LO_PA;71;266;VIA4
14/05/2018;VA_PG_LO_PA;77;362;VIB
14/05/2018;VA_PG_LO_PA;74;265;VII
14/05/2018;VA_PG_LO_PA;74;243;VIA4
14/05/2018;VA_PG_LO_PA;77;323;VIB
14/05/2018;VA_PG_LO_PA;72;308;VIA4
14/05/2018;VA_PG_LO_PA;68;293;VIA4
14/05/2018;VA_PG_LO_PA;68;270;VIA4
14/05/2018;VA_PG_LO_PA;70;255;VIB
14/05/2018;VA_PG_LO_PA;74;306;VIA4
14/05/2018;VA_PG_LO_PA;67;228;VIB
14/05/2018;VA_PG_LO_PA;69;258;VIA4
14/05/2018;VA_PG_LO_PA;68;272;VIA4
14/05/2018;VA_PG_LO_PA;69;247;VIA4
14/05/2018;VA_PG_LO_PA;66;225;VIB
14/05/2018;VA_PG_LO_PA;68;265;VII
14/05/2018;VA_PG_LO_PA;74;292;VIA4
14/05/2018;VA_PG_LO_PA;74;209;VIA4
14/05/2018;VA_PG_LO_PA;73;303;VIB
14/05/2018;VA_PG_LO_PA;63;260;VIB
14/05/2018;VA_PG_LO_PA;65;246;VIA4
14/05/2018;VA_PG_LO_PA;63;205;VIA4
14/05/2018;VA_PG_LO_PA;71;311;VIA4
14/05/2018;VA_PG_LO_PA;68;289;VIA4
14/05/2018;VA_PG_LO_PA;73;327;VII
14/05/2018;VA_PG_LO_PA;71;323;VIA3
14/05/2018;VA_PG_LO_PA;64;240;VIA1
14/05/2018;VA_PG_LO_PA;75;262;VIB
14/05/2018;VA_PG_LO_PA;73;245;VIB
14/05/2018;VA_PG_LO_PA;68;232;VII
14/05/2018;VA_SC_LO_SU;132;2798;potlood
14/05/2018;VA_SC_LO_SU;98;998;potlood
14/05/2018;VA_SC_LO_SU;113;2149;potlood
14/05/2018;VA_SC_LO_SU;68;316;VIA4
14/05/2018;VA_SC_LO_SU;64;248;VII
14/05/2018;VA_SC_LO_SU;63;198;VIB
14/05/2018;VA_SC_LO_SU;74;285;VIB
14/05/2018;VA_SC_LO_SU;74;322;VIA3
14/05/2018;VA_SC_LO_SU;72;313;VII
14/05/2018;VA_SC_LO_SU;68;368;VIB
14/05/2018;VA_SC_LO_SU;73;340;VIA4
14/05/2018;VA_SC_LO_SU;70;291;VII
14/05/2018;VA_SC_LO_SU;67;254;VII
14/05/2018;VA_SC_LO_SU;73;270;VIB
14/05/2018;VA_SC_LO_SU;73;334;VIA4
14/05/2018;VA_SC_LO_SU;77;525;VII
14/05/2018;VA_SC_LO_SU;72;351;VIA4
14/05/2018;VA_SC_LO_SU;73;353;VII
14/05/2018;VA_SC_LO_SU;74;362;VII
14/05/2018;VA_SC_LO_SU;77;416;VIB
14/05/2018;VA_SC_LO_SU;68;272;VIA4
14/05/2018;VA_SC_LO_SU;68;321;VIB
14/05/2018;VA_SC_LO_SU;77;474;VII
14/05/2018;VA_SC_LO_SU;74;409;VIB
14/05/2018;VA_SC_LO_SU;68;274;VIA4
14/05/2018;VA_SC_LO_SU;67;268;VIB
14/05/2018;VA_SC_LO_SU;68;264;VIA3
14/05/2018;VA_SC_LO_SU;69;309;VIA4
14/05/2018;VA_SC_LO_SU;65;231;VIA3
14/05/2018;VA_SC_LO_SU;64;269;VIA4
14/05/2018;VA_SC_LO_SU;74;428;VII
14/05/2018;VA_SC_LO_SU;65;280;VIA4
14/05/2018;VA_SC_LO_SU;65;296;VIA4
14/05/2018;VA_SC_LO_SU;64;275;VIA4
14/05/2018;VA_SC_LO_SU;62;272;VIA4
14/05/2018;VA_SC_LO_SU;69;317;VIB
14/05/2018;VA_SC_LO_SU;65;251;VIA4
14/05/2018;VA_SC_LO_SU;66;281;VIB
14/05/2018;VA_SC_LO_SU;67;293;VIA3
14/05/2018;VA_SC_LO_SU;68;290;VIA4
14/05/2018;VA_SC_LO_SU;77;385;VIA4
14/05/2018;VA_SC_LO_SU;68;287;VIA3
14/05/2018;VA_SC_LO_SU;70;315;VIA4
14/05/2018;VA_SC_LO_SU;66;260;VIB
14/05/2018;VA_SC_LO_SU;73;367;VII
14/05/2018;VA_SC_LO_SU;74;348;VIA4
14/05/2018;VA_SC_LO_SU;75;356;VIA4
14/05/2018;VA_SC_LO_SU;72;384;VIA4
14/05/2018;VA_SC_LO_SU;72;314;VIB
